key	text	target
87	company company is a orange google a google google company orange color orange color google blue apple is a a fruit blue google color color a google blue google google blue apple a fruit apple fruit fruit color apple fruit blue orange fruit blue blue a google a apple color a company fruit orange a apple apple color a a blue fruit apple apple orange a apple apple blue orange blue a a color blue color color is blue company google orange fruit orange fruit apple fruit fruit google company color is is company orange fruit fruit apple apple apple orange fruit orange google apple google a	10
88	color company is blue is color color google orange color a color blue orange fruit blue company apple is orange fruit blue fruit fruit blue orange google fruit fruit a orange company google blue is color fruit company is orange google apple google fruit orange google blue is blue is blue company company google is google google a a fruit a apple color google google company blue color orange apple color orange color orange apple blue apple google fruit company blue blue blue company company a orange google is company orange fruit orange company blue orange apple color color a is apple color orange fruit orange google blue company color blue orange apple a color	25
89	company google color blue google a is fruit company apple fruit color color fruit is apple apple color fruit blue is blue is orange company color orange color color blue color google company google color google company is fruit google google is is a orange company fruit blue is google orange is google company google color orange color company apple is blue apple google google blue orange color apple fruit is color color google apple company color a color apple a blue orange color orange blue color fruit company a apple apple apple apple company a orange apple color apple company color color company is google orange orange google a fruit apple blue orange	46
90	fruit fruit color a company blue a orange color orange color fruit a fruit blue blue is color company orange is google color a google orange company google company apple blue blue blue orange apple is blue google apple is fruit blue is blue a blue google fruit color company a is is a apple is color fruit color fruit orange is blue orange fruit google orange apple company company company apple google fruit is apple color company orange company	44
91	blue fruit apple google blue is is color a is a orange color color fruit google a company apple google orange orange color a blue apple color color fruit company google a company google color is blue blue company company orange orange color is fruit color company apple google orange apple fruit apple color color google fruit blue orange orange apple color company company fruit a orange a google blue color google company blue color google apple color is color is fruit a orange orange is is color is company company a google fruit is fruit is blue a apple color google blue company color google orange color color orange blue	37
92	company orange company orange google google a is a color company is color orange a color blue orange apple blue color google google a google google apple orange fruit apple is google fruit color apple google fruit a google blue company fruit company blue a a is fruit orange fruit company apple google is orange apple apple company orange company company color color google color a apple apple is color google blue blue google google blue color fruit apple color a google is apple blue google orange is google a orange a is orange	17
93	blue fruit company a color color blue orange is google is is color a a fruit google color fruit is company apple google orange color company blue fruit is is orange color is google apple color orange apple a blue company color a color company is company color fruit blue a orange a is a fruit google orange orange company google google company orange company a orange a color is color blue company is blue company fruit is apple company google fruit orange apple google color apple apple apple color color orange google is orange blue color company a	39
94	google google company fruit company company is blue is a is apple blue google apple orange fruit fruit apple blue blue color apple blue is blue company is orange a blue color apple blue color fruit apple google company a blue a a apple apple color is google orange color orange google color apple color company blue company fruit fruit company color a apple a company apple apple orange blue apple fruit apple apple company orange apple is orange	34
95	company color a a is apple apple a apple color apple apple color google color blue color a orange is fruit is apple orange google is fruit apple color a a a color blue orange blue company apple orange orange is apple orange a a company blue color google company color orange fruit company company color fruit color orange company apple orange apple blue is google blue google apple google orange orange orange is is company google orange apple fruit orange company is company orange fruit a blue apple apple apple	26
96	is a apple color company fruit google apple apple orange a company google color is color color orange is fruit fruit blue company a orange apple color orange google apple is google fruit apple company is fruit apple company orange orange blue is blue color is apple orange is company color color fruit blue a apple blue blue google fruit apple apple fruit color color a apple orange apple company fruit google orange apple google fruit google company a apple company orange apple google apple apple color a is apple orange google fruit a is orange company fruit orange color apple color is company blue is color google google company blue apple google	45
97	google apple fruit apple a orange apple google orange orange color orange google fruit is fruit apple is color google color google a orange fruit apple company google color blue a apple blue company google orange orange is a a google blue apple apple color google apple orange blue fruit fruit google a blue color company orange orange color is fruit is google company company a fruit is company company blue is color fruit company google orange company is google is apple a fruit blue is google fruit blue company orange blue color blue fruit	42
98	google fruit company color apple orange fruit fruit is a apple fruit color apple apple orange google blue apple google color google blue a is a is google color blue fruit company color google color blue fruit apple apple apple company orange blue company orange blue google orange apple color a fruit blue fruit is is google apple fruit apple apple apple company fruit fruit company google fruit color is blue google color a apple google a a color fruit blue company is fruit fruit orange is google blue apple company company google	13
99	a apple company google color company apple apple blue a is orange is orange fruit fruit fruit apple apple company blue orange google company orange color is is fruit fruit apple orange orange company google color fruit color fruit google orange apple color fruit is orange fruit company is color company a company apple orange blue is company apple google company google orange apple orange color apple color google is color company company fruit fruit google company fruit blue is fruit blue google company is color apple is fruit fruit a a orange is is fruit	40
100	blue blue google orange google is orange a apple company fruit company a company color color google blue color is company google company company is apple google company color fruit blue google a blue google apple color color orange company fruit orange apple google a apple apple company orange blue fruit is google google company fruit company a blue a blue blue blue company company apple blue blue fruit orange a blue company fruit orange a fruit company orange a a is orange color is blue color apple company a a apple a apple fruit orange a google orange blue	23
101	color google apple company google is a google color orange fruit is google orange blue apple orange fruit orange fruit apple orange fruit fruit google fruit google apple fruit fruit is is color fruit apple fruit orange a apple is color orange color google is blue color apple blue company blue orange google orange color apple apple a a apple fruit is is company blue color fruit apple is is blue fruit blue fruit blue company orange a google a a apple fruit color orange a color a is is a is google is	14
102	color color company color a orange orange company color orange a orange color apple orange fruit company fruit fruit orange apple blue fruit google blue blue fruit orange fruit orange is is a fruit company orange apple company a google apple orange blue apple google fruit apple color orange apple google color fruit fruit is color color company is orange a orange google apple blue color orange company apple is blue is orange a google orange google google fruit blue orange google blue a fruit google apple orange orange is orange orange a company google orange fruit blue apple google company orange company orange blue blue fruit google orange orange	37
103	color is a a blue color color company company company blue is orange apple company color color a orange is blue fruit company apple color google is company fruit is blue orange blue apple a a apple a apple color company apple blue a google google company orange blue color orange blue orange a a apple apple blue orange fruit is color a orange blue a is fruit google apple company a orange fruit company blue a orange color is google company google google apple a orange apple apple blue fruit is apple a orange google apple google orange is color is fruit	7
104	fruit color color apple company is color apple orange google color is google color blue is color color blue fruit orange color color color apple fruit a apple color blue fruit a fruit apple google google orange fruit a orange is company a blue apple is blue blue blue google blue google orange company a google blue a a google google blue blue color fruit color color orange fruit a is fruit blue color a a is company fruit google blue color a is a a a fruit fruit company apple is apple orange company apple color orange company google orange fruit a google a fruit company google fruit	28
105	apple is company google orange color fruit orange a company apple is is color orange color company fruit color fruit fruit orange google fruit blue orange google apple google color a google fruit a orange google fruit blue orange blue google company fruit orange google orange orange company google color company blue apple fruit google is google orange orange is apple blue is is a a apple orange apple a apple apple color is a is company is google company apple a is a color fruit orange company blue company apple google is company google fruit is	14
106	a color orange is orange orange blue company google color color color google color fruit google fruit color is fruit google blue fruit a color orange a fruit orange color a orange is google a orange is is a google orange fruit fruit is blue company apple google color color is google google color google google blue blue google company fruit color is orange apple fruit apple company company is apple fruit a fruit fruit blue orange fruit is apple fruit fruit blue fruit a a fruit color blue company apple company fruit color is color color orange blue google color fruit color is a company apple apple	31
107	fruit color is fruit a fruit google apple google blue a color google google a google apple orange company apple color google apple fruit a fruit color fruit blue google fruit fruit company apple a blue blue company company orange orange company google a blue is fruit google color company google google a company orange is color company a color orange blue blue color a blue apple is google google company apple fruit company apple is a a a google is a is company color company company google fruit blue google company a company company blue company company a blue company blue fruit color blue company a color apple fruit is orange	24
108	google google fruit fruit is google fruit color blue orange orange is color orange apple blue company is a company company fruit is a google google is color is is blue is google fruit orange a company google google company company orange fruit color color company google google is apple color orange google orange orange orange orange google google fruit is fruit orange is fruit apple is company a color blue apple google company google fruit company a fruit apple color company color google is fruit company apple is google a color a a google fruit a color	37
109	fruit blue apple is google blue google google company apple blue orange a is a blue google blue fruit google company color orange a a color orange orange orange fruit fruit fruit a blue a company color google google blue orange company color company is color company apple company a color color apple fruit fruit color color a a fruit fruit apple color fruit color orange is color fruit is color orange fruit blue is blue orange apple is google color apple company fruit apple is fruit company apple color fruit google orange google color apple blue color orange fruit blue a apple company color a apple fruit company company apple google google company	2
110	color orange company apple company google apple company is apple a orange a blue google is is color color is google is google is google company a is company a blue a color company a company orange orange google company fruit color color google orange color company blue apple company fruit apple apple orange orange company fruit company blue blue fruit fruit orange is is color orange orange google blue blue company blue apple a a google blue orange color color company orange is company fruit apple orange a blue apple apple orange is blue color company color blue is blue google fruit orange a color orange fruit	15
111	is fruit a blue company color a apple color orange color company orange is color orange a company google company apple company google fruit is apple orange orange blue fruit blue blue fruit color company apple blue company blue orange is fruit fruit fruit fruit google blue blue a google is a company company a is google apple fruit color is fruit orange orange a apple company apple google google a orange a google is company fruit color a company company apple blue blue color color company blue company fruit fruit is apple orange apple color fruit a color color is blue blue company fruit	50
112	blue blue company fruit orange google apple apple orange a orange google apple fruit company google apple orange google fruit a a color color blue fruit apple company is a is is apple orange orange is color google a fruit is color blue company orange a color is blue fruit company a google blue is apple google fruit orange google apple blue a fruit a blue orange color google orange a blue orange orange apple orange color fruit apple a apple company a	17
113	is google blue company apple a a apple company blue blue a company is google apple blue company company orange google google company google company orange color company color orange is google orange google blue company apple a google google fruit blue fruit company a orange color a is apple company apple blue color google google color a is is fruit google is a orange blue a fruit orange company orange orange is fruit google fruit fruit color fruit color google blue color color company google orange orange orange is a blue google company a is company orange company color fruit is company a a orange a color apple fruit fruit is orange is fruit is fruit a	32
114	color google fruit blue is orange fruit color blue company company is color blue orange fruit orange apple blue company fruit apple company company blue blue orange orange is company company company blue company orange company fruit color google google google blue fruit is apple orange google color blue fruit apple apple color color company orange a a blue color fruit color a google is orange blue a a google color apple blue color is apple a color fruit apple orange google a google google fruit apple blue google is is fruit apple fruit google color blue orange a fruit a is google apple color	34
115	is orange company company fruit color apple orange fruit is color company color is orange a company blue fruit apple google is apple apple a google blue google a a orange is orange apple orange fruit company google is a google color color blue fruit is blue google fruit company google apple is google color apple apple blue fruit company is apple orange a is apple orange fruit google color fruit google color a blue color orange blue blue apple blue a company is color company apple fruit	34
116	apple orange is blue orange is company google fruit orange is apple apple blue color apple google is company blue blue a is color a google google google apple a google orange color blue apple google blue orange company apple fruit color fruit apple is blue fruit google company fruit a blue color a company orange color color color apple color is blue a company color color apple apple blue google company color orange color blue blue is color apple color company apple color google is google a apple is apple	44
117	color company color blue a is apple apple blue orange fruit company orange orange fruit is google color company color is apple company color orange color company company a blue apple google blue orange is google company apple company google fruit google company blue company color a company color blue fruit orange fruit fruit apple a company fruit a orange color fruit color color fruit color is is company fruit google google is color company google fruit is orange fruit a blue blue blue color apple a apple orange apple google company apple orange is is blue company is fruit google google	8
118	a company apple a orange blue color fruit color orange fruit google google fruit company apple is apple is apple is google is google google is apple apple is orange blue apple a fruit apple color company apple is fruit blue fruit a fruit blue fruit blue apple company is apple orange is orange apple blue orange company google orange is fruit fruit color blue orange orange apple blue is google google blue a apple blue apple blue blue apple fruit company color fruit apple blue a is blue blue fruit apple apple fruit company fruit	35
119	blue a fruit google a blue company orange fruit apple color color apple a color blue blue fruit color fruit company orange color a apple blue apple is is color is color google blue is orange blue a blue color blue blue company a is a is color blue fruit google orange company orange google google a is a a fruit blue is orange fruit fruit fruit a fruit company company is fruit is apple orange color color google google blue is color is color a color apple fruit google apple color blue blue fruit fruit apple google apple orange orange apple google blue a fruit company a apple apple apple apple apple company	14
120	apple company blue company a company orange blue is google orange google is google company company a orange a apple fruit blue a google fruit blue a orange color company a is apple orange company fruit company company color color is orange blue apple fruit company orange orange orange color fruit blue blue a a google google blue is color orange a company orange blue a is google blue blue company a orange apple google orange orange fruit company company fruit is is apple fruit orange a company a company company blue company orange	32
121	blue orange color blue apple color company orange orange company blue color google google fruit orange company google is google fruit apple color fruit fruit fruit fruit company apple color is fruit blue fruit fruit apple is blue company apple apple fruit apple is google color fruit color apple is orange is company color apple company fruit is color apple fruit google blue color a is blue color apple is orange fruit blue company blue company fruit google orange a orange color a blue color fruit blue a orange is a company color is apple color is blue fruit orange company is orange a a color is a is color company blue google company fruit company blue is a orange	50
122	fruit fruit google color is company blue company blue apple color color is apple google blue fruit fruit google a fruit apple google fruit color a color blue company google fruit orange blue blue blue google google orange color apple a apple blue company apple google blue google google is is fruit is blue company a is google is is blue company blue a color apple company orange fruit fruit a fruit is google blue orange apple apple is company fruit fruit fruit google google apple color orange apple google orange company	18
123	company company blue color color company is orange blue orange company color a google orange is is a is orange orange a blue color company is company fruit is blue company fruit orange company color company is orange blue blue google a google apple google a blue a company blue is apple color orange is company blue color a fruit blue is google color a blue fruit google fruit apple fruit company apple google google apple apple color google fruit color fruit a apple a a a a apple is apple apple orange a orange blue blue color	18
124	company is fruit apple fruit google color is a company color color is a color a google is color apple apple blue color fruit apple orange fruit company company orange fruit color apple apple google blue company google is apple blue blue fruit is color blue blue is orange orange apple apple is is google color blue blue color color a a apple orange company a orange apple is is google blue company fruit fruit apple a apple a google google a color google	36
125	orange google google color blue google fruit fruit fruit company company orange google company blue company google color is company fruit google orange a fruit a is apple orange google orange color is a color google a company a apple is color is is is fruit orange is company orange fruit google apple color orange fruit blue a fruit apple a company apple apple a fruit fruit color color fruit fruit orange fruit is a is is company company company orange blue apple a company google blue company apple color a apple orange is fruit apple orange color is is color apple blue color color a fruit	50
126	orange color blue google apple company apple orange a company google google apple apple blue orange blue apple apple is color apple a fruit google blue google is blue orange orange orange company is is color is google color color color a blue orange apple company apple blue google blue company apple a blue blue google google blue fruit google blue color is orange orange company google color blue apple color company company apple company a a blue google fruit fruit color blue fruit google a orange fruit	11
127	blue company orange is color a company company apple google google fruit apple blue orange company orange fruit orange is google fruit company fruit a is a company apple company company apple blue a company color apple apple orange color fruit company apple blue company orange color a apple a is a company color blue color orange company blue orange blue orange blue company orange google company apple color color blue color color color apple blue is fruit a google fruit color orange	28
128	fruit company blue color color fruit color color blue company is a company apple orange orange color a company is orange orange color is company apple fruit company apple blue orange fruit company a company a a a color apple company color company color orange fruit company apple is google company google company orange blue is color blue apple fruit company is apple apple orange blue apple is is apple is fruit orange color google is fruit company orange fruit is orange a color fruit company a is google a blue blue	23
129	blue fruit apple orange orange orange fruit color orange a fruit is company company is orange company a blue orange a google apple google orange apple blue google google is color fruit company color orange google orange apple apple fruit fruit fruit fruit company google company google blue company color color apple google orange google company is color apple blue apple a company orange company color fruit color orange orange google fruit blue color color a company orange google blue orange apple fruit google google orange color apple color apple a blue is orange google orange fruit company is company apple apple fruit color apple apple color apple is	44
130	fruit apple color fruit a google orange a blue apple orange google company company is apple orange is color blue blue company orange blue orange blue orange company google company color a apple fruit color a blue fruit orange is is orange orange orange is color company apple google a apple color apple color is blue fruit fruit fruit color blue company google company orange a apple apple blue blue is google company orange company a google color fruit google a apple color a google a orange apple color blue company a google fruit fruit	29
131	company fruit color apple company apple is apple google orange company company is is color orange apple a orange google company a is google google company a color fruit blue color blue is blue apple a fruit google orange google is a a company apple company company fruit a color color fruit blue orange orange company fruit a color is blue orange apple a a is apple fruit orange google color fruit blue orange apple is apple fruit fruit blue company color fruit google blue apple color google orange orange blue is blue color company orange google apple apple apple fruit google orange google a apple is a is orange is apple	31
132	is a color google blue color color is fruit is orange apple blue google a fruit is fruit apple blue is apple a is color a a orange apple color fruit company a color color is google fruit fruit orange company color apple google color google a is color is apple apple blue blue color company color orange company company apple blue blue company orange apple orange apple orange orange company google is google a color a company blue a company apple color orange apple a orange fruit fruit blue color apple	15
133	orange apple orange is google apple google fruit color a a company a company apple color blue company orange google blue color company google google a color a fruit is google color blue apple orange is company google a color company company is orange company a color apple fruit is blue is blue google company color orange orange a is is blue blue google apple is google apple google fruit color apple orange a google color fruit apple blue blue orange apple is apple color apple apple color company is a fruit company orange color apple a a color fruit fruit color a	42
134	color orange apple apple apple orange fruit apple google google blue blue orange fruit orange fruit is orange color is blue apple fruit fruit orange is orange is fruit color blue blue company apple color color a company a color google apple google blue is is company apple google orange blue company company fruit fruit google is fruit blue company apple company google fruit orange fruit orange google google apple a fruit company a apple orange is fruit orange company a blue google orange blue a is fruit color apple company orange orange company	7
135	company fruit color google company fruit blue is google google is fruit color fruit color is company a a orange apple blue apple blue apple company color apple blue fruit fruit a orange color is orange blue a company fruit apple fruit blue fruit google apple is blue google apple apple is blue color a color google a color apple orange company company color company is orange orange blue company is apple orange blue google fruit orange fruit apple orange is color company fruit company a fruit google apple color is orange a blue	9
136	orange apple google a orange blue is apple color google orange color blue google apple blue color fruit a blue a color company orange is color company google apple fruit fruit blue a color is orange google is fruit color color orange orange blue apple blue orange company google color orange color google a a orange company company google a fruit fruit apple color blue blue apple google orange company blue fruit company a orange company is blue google color apple is company color apple blue orange google blue google color color blue orange orange blue orange blue fruit a fruit orange is color company a fruit google color fruit color a fruit fruit color fruit color orange	16
137	apple blue blue a fruit color color fruit is color is blue blue orange fruit company company color orange a color fruit a company is color is blue a a google is apple fruit color google orange apple apple a company orange is is company google fruit color color apple a company company color color fruit blue is apple color fruit company fruit color color blue a blue company is a google fruit is blue a apple google color color color fruit	40
138	blue company blue blue company company company fruit apple fruit company company google company apple fruit a google color blue a blue blue google color apple blue apple blue orange orange a blue color color fruit orange is color color apple company color a is a color company company fruit blue google apple fruit blue google orange is google blue apple is orange fruit google apple fruit is orange google is blue orange company company fruit is fruit blue orange color company is blue company orange google is company company google color a color company fruit fruit apple orange google apple color blue	46
139	google blue apple google orange a google company company is a fruit is blue blue google color blue company company blue apple fruit is company google orange apple apple a fruit fruit color orange fruit color company blue is color company google apple apple company fruit color orange company google orange google color a company fruit is a is fruit company color orange blue a color company google is apple color apple company is apple orange apple color fruit google a a company company orange company is color blue google is apple color orange is is	31
140	blue apple orange company company color blue google fruit company color fruit is a apple color a color google apple blue blue google color is orange google fruit company a color apple color fruit a apple color apple google google color orange blue color is company blue a google google is blue color blue apple orange fruit apple color color company blue fruit blue color fruit blue google apple company is fruit orange google color google orange orange google orange blue company orange a apple company apple company blue apple google company orange google	19
141	orange color blue color color apple google blue company orange google apple is a apple company orange orange a company apple color company company orange blue company is company color fruit company apple color company company blue fruit blue apple orange apple orange fruit fruit google company company fruit orange is a is a color company a a blue google blue color orange a is apple fruit orange google blue apple fruit blue blue apple color a a google blue orange blue color company blue orange is blue blue company company blue a is orange fruit a google blue google fruit blue is a fruit orange a a google orange orange fruit	2
142	fruit apple is apple orange is apple blue apple orange google fruit blue blue fruit fruit fruit color blue a blue orange orange is color google company company color orange fruit a fruit company apple google a is google fruit google company blue blue fruit color is a a apple color color apple orange blue is google apple blue is company orange is apple company company blue orange is is company company google a blue blue is blue is apple orange google is company a company google a is color is blue blue fruit a is fruit apple fruit blue fruit google orange color apple fruit fruit	40
143	google blue google apple color is a is apple is orange fruit fruit color orange google is a apple fruit orange blue apple company fruit a a company apple orange blue orange a is blue color google is apple orange company company is google orange color google apple a fruit apple is company fruit google orange google fruit fruit blue apple company blue google google fruit color blue apple fruit is is a fruit blue company company apple orange blue a orange google blue color orange blue apple is orange color orange orange orange is orange company is is blue blue	13
144	is is google blue is blue google is orange google apple is fruit orange apple apple orange orange orange a apple fruit a fruit fruit apple orange company is color is apple is google is blue is is orange apple apple fruit google blue google fruit a orange color orange a blue a orange apple apple orange blue fruit google company apple color orange a is color color blue is google google a company a google orange apple a	21
145	fruit blue blue orange color apple orange company is google blue blue orange company color fruit blue fruit color color company color company company a company fruit a is is a google color apple blue fruit blue company apple a company is orange a color blue apple fruit fruit apple blue blue company google blue orange blue blue a fruit company is fruit a company is apple company blue fruit fruit apple a google color apple color color apple company a company is company is orange apple google company company orange orange fruit company google company orange a apple fruit company orange apple google google apple orange	12
146	apple color color a color company color color orange a color apple google fruit google a color fruit blue fruit google a google orange color fruit is is apple a orange apple apple orange a blue orange google apple company is is fruit company apple apple company blue apple apple blue fruit apple a fruit a company a is apple orange google orange is orange fruit orange is apple google blue is company a orange is google color is blue apple apple color apple fruit orange apple google orange fruit fruit google	24
147	orange is a color a google apple is orange orange company company is apple a is is fruit is google is fruit google fruit color company google apple a apple company is company orange fruit fruit a google orange color color blue orange color apple google apple is company orange is google fruit company google is orange fruit company apple is company apple orange is fruit a a orange is google fruit orange a color color blue company fruit orange blue fruit color fruit company apple fruit company color blue google company apple orange a	24
148	is blue apple a color google orange company apple color apple google color fruit color is color fruit company a color google orange apple color orange company is orange a a google company color blue orange company a google color google orange apple color orange is a is color blue blue blue orange is company google blue color is a orange color orange apple color apple is fruit color google blue orange google company a fruit is fruit blue fruit google orange apple blue is orange apple apple color company is fruit is a color apple google orange blue is a google apple company a company	25
149	orange fruit apple apple orange a orange fruit blue blue company company company blue apple fruit a orange a company google color apple color fruit fruit google color apple apple a company orange company a company blue company blue is apple color fruit a is company fruit orange a company apple is company fruit fruit is apple color apple is blue company fruit color fruit is company color a orange is is google company orange blue color google company a apple apple company google a company	1
150	blue a blue google orange is company blue fruit company color a is orange orange google google blue color a fruit company fruit google google color apple a is is orange color google company blue is orange is apple company google is blue a apple blue google company google color fruit apple is blue apple orange google company is google orange orange blue apple orange company orange company company is orange orange blue company blue blue fruit a blue blue blue orange is blue orange is orange	47
151	google google orange google google fruit blue orange company orange color apple is apple company color google color orange company color google google orange google company google blue orange is company fruit apple is apple is fruit company color apple is apple apple google apple company apple a google blue google is fruit fruit company company blue is fruit is google apple blue a fruit google blue orange google google orange is orange color orange is company blue is blue color orange blue is a google a google fruit apple company color google	47
152	fruit apple color blue google google a is google blue company is google a fruit is color orange is a company is blue google apple orange orange color company apple a apple color color apple apple blue google color apple orange apple company blue fruit orange company company color blue company fruit is google is a blue apple color company orange a google company is fruit blue company a company google is is company blue color google blue company blue fruit apple is color is fruit blue is color orange is color google color orange apple is fruit blue orange orange google blue fruit color apple company color apple is blue apple is is google	35
153	color is company apple apple a orange color company is is orange fruit fruit color fruit apple company a a blue is google company apple a orange color fruit a company orange orange fruit is google color a is is google fruit is fruit is company google apple fruit is a fruit company color google fruit company orange google color company color a google apple apple blue blue blue fruit google color company apple is a orange apple google orange orange google a fruit blue a google apple color fruit blue orange company orange apple blue company orange google company fruit apple fruit is a orange is fruit a google google company company orange company is fruit color blue	42
154	orange company company a a google google blue a is blue google a google orange apple orange is google orange fruit apple blue apple orange company fruit google google orange google blue apple google fruit google orange blue a color a a fruit blue fruit google fruit fruit apple color color is apple color is color fruit orange orange blue company color orange orange is blue color google blue is fruit company fruit fruit apple color a company orange orange apple is color a fruit is is color fruit orange blue fruit company a is blue fruit a color orange google color apple blue apple a orange is a color fruit google google apple color	26
155	a is google orange orange google a color color company orange orange orange orange color apple a color is company apple company color a is is company apple google google apple is company a a blue apple apple company blue apple a company orange a is google fruit orange fruit is apple is apple a blue is color fruit company orange company company is orange is is color color orange blue google google apple google orange orange a fruit google is is a google a is is fruit google company blue color fruit blue fruit a orange company apple blue is blue fruit color apple google google fruit apple is color google	27
156	color google apple company google blue is orange a google company company apple company company google apple color apple fruit company blue color google fruit blue blue color company fruit blue google a fruit company a company google fruit apple blue orange blue orange fruit company color color google blue is orange google blue orange apple blue apple color a blue orange orange company apple orange google fruit a company orange fruit company google a orange is google blue blue apple fruit color google color fruit apple blue company orange company is orange is color apple company color blue color blue google fruit color a apple is a is is fruit fruit a	12
157	color blue a google apple apple apple google apple google orange a google is color orange color a fruit color orange company company apple blue blue company fruit blue a a color is is a google fruit color apple a blue fruit apple company blue fruit a company google orange company orange fruit a color color a blue a is orange google is blue fruit a google company blue blue color a fruit fruit color color fruit google color apple is apple a blue company color blue a is fruit color blue color orange color fruit google orange is a company apple a google color fruit company fruit	39
158	orange is color orange fruit apple orange is apple company apple company fruit orange company orange apple color fruit orange orange color company fruit google google apple color google orange company fruit google orange blue company fruit blue google orange a company apple google a company orange company is orange blue google fruit is fruit a blue orange apple apple orange a a company is color company a a google color a orange is color apple orange a company is company blue is color blue apple orange apple is orange is fruit fruit color company color apple orange color is company	38
159	blue company company is is apple google orange company blue blue is is is is company google color fruit fruit a blue company blue google a a color fruit color fruit fruit blue color google a company apple color color apple a is apple color is is company color company apple fruit orange blue is apple is color blue is orange fruit a company apple color apple is fruit fruit blue color company apple company a is color color is blue apple a is fruit is a google is apple apple a apple color google a blue fruit color google blue	8
160	google color color color apple a orange is google blue blue google google apple orange is orange a fruit is google a company company color is apple fruit fruit a fruit blue is apple a is apple apple is blue blue color a google blue google blue color orange company google color blue orange a google company google apple color color is blue orange google is google google is fruit fruit apple google blue fruit company a color blue fruit fruit google color apple apple apple orange orange is orange a is google blue apple is google is orange apple company a	26
161	google a apple fruit a google orange a color google company color is company color a company blue google apple is apple blue google orange is a a color apple blue apple fruit color a google is company a orange apple blue color a apple google a google is google a orange apple a apple company company orange blue is fruit blue blue apple a is google is orange company blue company fruit a is is google apple a is google is blue orange is orange	28
162	color blue company company orange is orange apple apple is company company color fruit color apple is orange blue blue orange company color company google color google is google apple blue apple fruit company orange company google apple fruit google blue company is google blue a blue blue apple orange blue a fruit fruit is apple apple google google google orange google color color orange is color google company google company blue fruit is is is is google apple google orange orange a google company a blue a apple fruit a color apple orange apple	18
163	a fruit blue color fruit a blue google apple blue is blue orange orange orange color apple company google blue fruit is blue a fruit fruit color google google apple orange fruit apple is is fruit company blue is color blue is orange apple orange is color blue a is color color apple orange blue a a is blue fruit is company google is blue company is blue company is fruit blue apple blue orange blue color a fruit blue is fruit apple apple orange apple	18
164	company color is color fruit apple is company a google orange apple google is blue fruit apple is company fruit company google fruit google is is google google fruit apple fruit company company blue google orange a google company company blue blue is google blue orange apple blue is google is orange company orange apple company a blue fruit a company a google blue fruit orange color blue color is is a orange google a is color google orange apple fruit google company company color is a color company company google a google color google company company blue company a google color company google	47
165	fruit is a google a color blue orange color google a apple company color company blue apple fruit a orange color google google is google is fruit google apple fruit orange apple orange company google orange a orange blue apple company color color color company apple orange a company orange a fruit fruit company a orange apple apple google company google apple orange company is color blue color fruit google is company fruit google apple color is is apple apple blue fruit blue is google fruit company blue google fruit company orange a blue google orange is is google blue apple orange orange company color orange color company orange fruit company blue orange apple orange	19
166	fruit a color blue google a orange is orange is a google apple blue is company is color orange blue color orange apple google a fruit is apple color fruit company is company blue google blue orange fruit orange google color company color google is blue blue a apple orange color apple color blue color a apple google blue fruit a blue orange a fruit fruit a google blue color is company company apple color color company blue google apple google orange is color orange fruit blue google google is blue fruit is fruit blue color apple a orange is company is color blue apple	31
167	company google blue blue apple is company google color fruit color apple apple google blue fruit google color is color apple color a color fruit orange is a google apple is google apple apple is company blue google company is blue apple is company a is blue blue orange orange apple color orange company color blue google company blue fruit is apple fruit apple company color orange company apple company blue is fruit apple fruit apple fruit blue orange fruit a blue apple blue color company google blue fruit google color company apple color	35
168	orange apple a apple company color color orange blue google company google is google company is company orange fruit google company blue fruit apple orange color company a blue blue a fruit company company blue company company company apple apple a blue blue company color blue orange is color blue google a blue google apple blue blue orange orange apple google blue color google color a fruit apple apple fruit color a blue company color a is a is company orange orange a apple company apple is a fruit google apple blue fruit is apple	30
169	fruit is apple blue google orange apple blue a fruit fruit is is apple orange google color color orange company apple apple company a google apple google color orange is blue google orange a fruit blue apple blue color color is a fruit company company orange is orange orange apple is fruit is orange apple company is company a blue apple orange color company is fruit blue fruit is color blue google blue company google blue company blue fruit company a blue color blue blue is orange google company google apple blue fruit apple company is fruit orange is apple fruit blue orange a is color blue a a orange color a apple is orange fruit	4
170	orange company blue google google fruit a orange apple company apple a color apple apple google company apple color company color color blue company company apple is is a orange orange color orange a fruit blue is blue blue color apple apple google color color orange google blue fruit a is company fruit google blue blue fruit apple a blue google blue company company company orange color color a company apple fruit fruit apple is apple fruit google color orange google apple orange company orange google google color company orange color color orange fruit company apple orange orange is google is google color apple a blue is is blue a color fruit orange a company fruit orange apple color color color color is fruit company	47
171	color is color color fruit orange orange google color fruit orange orange company color blue blue blue blue google blue apple orange color apple color orange is company a a apple color company company google fruit company is is a apple color is is company apple blue apple is company blue google google a is google google orange is a fruit is is google a google orange google a color fruit company color color company apple apple blue orange blue apple a a color fruit google color orange blue orange orange google company	19
172	apple google is orange fruit a fruit fruit a orange apple company orange fruit google google is company blue apple google blue a is blue a apple is blue a color a a a color color color is company apple color is google blue is blue blue google orange google apple google google is is google fruit a a color apple blue apple color apple fruit google apple apple color apple apple a google color color orange apple a is is google apple orange is is is fruit blue google company blue google a apple fruit google fruit color blue orange a	39
